sku_id,week_start,units_sold,revenue,avg_unit_price,promo_days,category,subcategory,unit_cost,list_price,holiday_days,promo_active,units_sold_lag_1,units_sold_lag_2,units_sold_lag_3,units_sold_lag_4,units_sold_lag_52,units_sold_roll_mean_4,units_sold_roll_std_4,month,year,week_of_year
SKU001,2024-07-01,2,7478.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,0.0,0.0,0.0,0.0,10.514563106796116,0.0,0.0,7,2024,27
SKU001,2024-07-08,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,2.0,0.0,0.0,0.0,10.514563106796116,2.0,0.0,7,2024,28
SKU001,2024-07-15,11,41129.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,2.0,0.0,0.0,10.514563106796116,4.5,3.5355339059327378,7,2024,29
SKU001,2024-07-22,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,11.0,7.0,2.0,0.0,10.514563106796116,6.666666666666667,4.509249752822894,7,2024,30
SKU001,2024-07-29,12,44868.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,11.0,7.0,2.0,10.514563106796116,7.5,4.041451884327381,7,2024,31
SKU001,2024-08-05,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,12.0,10.0,11.0,7.0,10.514563106796116,10.0,2.160246899469287,8,2024,32
SKU001,2024-08-12,20,63243.1,3292.0057142857145,5,Bed & Bath,Duvets,1756.33,3739.0,1,1,10.0,12.0,10.0,11.0,10.514563106796116,10.75,0.9574271077563388,8,2024,33
SKU001,2024-08-19,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,20.0,10.0,12.0,10.0,10.514563106796116,13.0,4.760952285695234,8,2024,34
SKU001,2024-08-26,13,48607.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,20.0,10.0,12.0,10.514563106796116,12.5,5.259911279353167,8,2024,35
SKU001,2024-09-02,17,63563.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,13.0,8.0,20.0,10.0,10.514563106796116,12.75,5.251983752196244,9,2024,36
SKU001,2024-09-09,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,17.0,13.0,8.0,20.0,10.514563106796116,14.5,5.196152422706633,9,2024,37
SKU001,2024-09-16,17,63563.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,17.0,13.0,8.0,10.514563106796116,11.25,4.645786621588786,9,2024,38
SKU001,2024-09-23,14,52346.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,17.0,7.0,17.0,13.0,10.514563106796116,13.5,4.72581562625261,9,2024,39
SKU001,2024-09-30,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,1,0,14.0,17.0,7.0,17.0,10.514563106796116,13.75,4.716990566028303,9,2024,40
SKU001,2024-10-07,14,52346.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,14.0,17.0,7.0,10.514563106796116,11.75,4.573474244670749,10,2024,41
SKU001,2024-10-14,19,67196.56,3647.4657142857145,1,Bed & Bath,Duvets,1756.33,3739.0,0,1,14.0,9.0,14.0,17.0,10.514563106796116,13.5,3.316624790355401,10,2024,42
SKU001,2024-10-21,22,67945.44,3175.887142857143,6,Bed & Bath,Duvets,1756.33,3739.0,1,1,19.0,14.0,9.0,14.0,10.514563106796116,14.0,4.082482904638631,10,2024,43
SKU001,2024-10-28,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,22.0,19.0,14.0,9.0,10.514563106796116,16.0,5.715476066494083,10,2024,44
SKU001,2024-11-04,24,89736.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,1,0,6.0,22.0,19.0,14.0,10.514563106796116,15.25,6.994045086119097,11,2024,45
SKU001,2024-11-11,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,24.0,6.0,22.0,19.0,10.514563106796116,17.75,8.098353742170895,11,2024,46
SKU001,2024-11-18,19,71041.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,24.0,6.0,22.0,10.514563106796116,15.0,9.309493362512628,11,2024,47
SKU001,2024-11-25,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,19.0,8.0,24.0,6.0,10.514563106796116,14.25,8.65544144839919,11,2024,48
SKU001,2024-12-02,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,19.0,8.0,24.0,10.514563106796116,14.25,8.65544144839919,12,2024,49
SKU001,2024-12-09,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,6.0,19.0,8.0,10.514563106796116,10.0,6.0553007081949835,12,2024,50
SKU001,2024-12-16,10,37012.61,3685.087142857143,1,Bed & Bath,Duvets,1756.33,3739.0,0,1,7.0,7.0,6.0,19.0,10.514563106796116,9.75,6.18465843842649,12,2024,51
SKU001,2024-12-23,18,57663.63,3308.707142857143,5,Bed & Bath,Duvets,1756.33,3739.0,1,1,10.0,7.0,7.0,6.0,10.514563106796116,7.5,1.7320508075688767,12,2024,52
SKU001,2024-12-30,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,1,0,18.0,10.0,7.0,7.0,10.514563106796116,10.5,5.196152422706632,12,2024,1
SKU001,2025-01-06,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,18.0,10.0,7.0,10.514563106796116,11.25,4.716990566028302,1,2025,2
SKU001,2025-01-13,11,41129.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,10.0,18.0,10.0,10.514563106796116,11.5,4.43471156521669,1,2025,3
SKU001,2025-01-20,7,23794.1,3481.1028571428574,3,Bed & Bath,Duvets,1756.33,3739.0,1,1,11.0,8.0,10.0,18.0,10.514563106796116,11.75,4.349329450233296,1,2025,4
SKU001,2025-01-27,8,27693.17,3613.1314285714284,2,Bed & Bath,Duvets,1756.33,3739.0,0,1,7.0,11.0,8.0,10.0,10.514563106796116,9.0,1.8257418583505534,1,2025,5
SKU001,2025-02-03,11,41129.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,7.0,11.0,8.0,10.514563106796116,8.5,1.732050807568877,2,2025,6
SKU001,2025-02-10,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,11.0,8.0,7.0,11.0,10.514563106796116,9.25,2.06155281280883,2,2025,7
SKU001,2025-02-17,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,11.0,8.0,7.0,10.514563106796116,8.5,1.732050807568877,2,2025,8
SKU001,2025-02-24,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,8.0,11.0,8.0,10.514563106796116,8.75,1.4999999999999996,2,2025,9
SKU001,2025-03-03,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,8.0,8.0,11.0,10.514563106796116,8.75,1.4999999999999996,3,2025,10
SKU001,2025-03-10,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,8.0,8.0,8.0,10.514563106796116,8.25,0.5,3,2025,11
SKU001,2025-03-17,12,44868.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,9.0,8.0,8.0,10.514563106796116,7.75,1.2583057392117916,3,2025,12
SKU001,2025-03-24,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,12.0,6.0,9.0,8.0,10.514563106796116,8.75,2.5,3,2025,13
SKU001,2025-03-31,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,12.0,6.0,9.0,10.514563106796116,9.25,2.5,3,2025,14
SKU001,2025-04-07,4,14956.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,10.0,12.0,6.0,10.514563106796116,9.25,2.5,4,2025,15
SKU001,2025-04-14,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,4.0,9.0,10.0,12.0,10.514563106796116,8.75,3.4034296427770228,4,2025,16
SKU001,2025-04-21,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,4.0,9.0,10.0,10.514563106796116,8.25,2.8722813232690143,4,2025,17
SKU001,2025-04-28,9,30423.260000000002,3469.18,4,Bed & Bath,Duvets,1756.33,3739.0,0,1,8.0,10.0,4.0,9.0,10.514563106796116,7.75,2.6299556396765835,4,2025,18
SKU001,2025-05-05,13,46765.9,3651.328571428571,1,Bed & Bath,Duvets,1756.33,3739.0,0,1,9.0,8.0,10.0,4.0,10.514563106796116,7.75,2.6299556396765835,5,2025,19
SKU001,2025-05-12,5,18695.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,13.0,9.0,8.0,10.0,10.514563106796116,10.0,2.160246899469287,5,2025,20
SKU001,2025-05-19,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,5.0,13.0,9.0,8.0,10.514563106796116,8.75,3.304037933599835,5,2025,21
SKU001,2025-05-26,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,5.0,13.0,9.0,10.514563106796116,8.25,3.593976442141304,5,2025,22
SKU001,2025-06-02,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,6.0,5.0,13.0,10.514563106796116,8.25,3.593976442141304,6,2025,23
SKU001,2025-06-09,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,9.0,6.0,5.0,10.514563106796116,6.75,1.7078251276599332,6,2025,24
SKU001,2025-06-16,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,7.0,9.0,6.0,10.514563106796116,7.25,1.2583057392117918,6,2025,25
SKU001,2025-06-23,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,7.0,7.0,9.0,10.514563106796116,7.5,1.0000000000000002,6,2025,26
SKU001,2025-06-30,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,7.0,7.0,7.0,2.0,6.75,0.5,6,2025,27
SKU001,2025-07-07,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,6.0,7.0,7.0,7.0,7.5,1.7320508075688772,7,2025,28
SKU001,2025-07-14,5,18695.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,10.0,6.0,7.0,11.0,7.25,1.892969448600091,7,2025,29
SKU001,2025-07-21,15,56085.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,5.0,6.0,10.0,6.0,10.0,6.75,2.2173557826083448,7,2025,30
SKU001,2025-07-28,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,15.0,5.0,6.0,10.0,12.0,9.0,4.546060565661952,7,2025,31
SKU001,2025-08-04,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,15.0,5.0,6.0,10.0,9.0,4.546060565661952,8,2025,32
SKU001,2025-08-11,20,64675.99,3339.3642857142854,5,Bed & Bath,Duvets,1756.33,3739.0,1,1,10.0,10.0,15.0,5.0,20.0,10.0,4.08248290463863,8,2025,33
SKU001,2025-08-18,8,29912.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,20.0,10.0,10.0,15.0,8.0,13.75,4.7871355387816905,8,2025,34
SKU001,2025-08-25,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,8.0,20.0,10.0,10.0,13.0,12.0,5.41602560309064,8,2025,35
SKU001,2025-09-01,17,63563.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,8.0,20.0,10.0,17.0,12.0,5.41602560309064,9,2025,36
SKU001,2025-09-08,19,71041.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,17.0,10.0,8.0,20.0,7.0,13.75,5.678908345800274,9,2025,37
SKU001,2025-09-15,22,82258.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,19.0,17.0,10.0,8.0,17.0,13.5,5.32290647422377,9,2025,38
SKU001,2025-09-22,15,56085.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,22.0,19.0,17.0,10.0,14.0,17.0,5.0990195135927845,9,2025,39
SKU001,2025-09-29,15,56085.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,1,0,15.0,22.0,19.0,17.0,9.0,18.25,2.9860788111948193,9,2025,40
SKU001,2025-10-06,13,48607.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,15.0,15.0,22.0,19.0,14.0,17.75,3.4034296427770228,10,2025,41
SKU001,2025-10-13,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,13.0,15.0,15.0,22.0,19.0,16.25,3.9475730941090035,10,2025,42
SKU001,2025-10-20,17,54492.66,3186.5814285714287,7,Bed & Bath,Duvets,1756.33,3739.0,1,1,9.0,13.0,15.0,15.0,22.0,13.0,2.8284271247461903,10,2025,43
SKU001,2025-10-27,6,22434.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,17.0,9.0,13.0,15.0,6.0,13.5,3.415650255319866,10,2025,44
SKU001,2025-11-03,16,59824.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,6.0,17.0,9.0,13.0,24.0,11.25,4.7871355387816905,11,2025,45
SKU001,2025-11-10,11,41129.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,1,0,16.0,6.0,17.0,9.0,8.0,12.0,5.354126134736337,11,2025,46
SKU001,2025-11-17,12,44868.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,11.0,16.0,6.0,17.0,19.0,12.5,5.066228051190222,11,2025,47
SKU001,2025-11-24,14,52346.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,12.0,11.0,16.0,6.0,6.0,11.25,4.112987559751022,11,2025,48
SKU001,2025-12-01,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,14.0,12.0,11.0,16.0,7.0,13.25,2.217355782608345,12,2025,49
SKU001,2025-12-08,11,41129.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,14.0,12.0,11.0,7.0,11.75,1.7078251276599332,12,2025,50
SKU001,2025-12-15,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,11.0,10.0,14.0,12.0,10.0,11.75,1.7078251276599332,12,2025,51
SKU001,2025-12-22,18,58504.93,3262.752857142857,6,Bed & Bath,Duvets,1756.33,3739.0,1,1,9.0,11.0,10.0,14.0,18.0,11.0,2.160246899469287,12,2025,52
SKU001,2025-12-29,13,48607.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,1,0,18.0,9.0,11.0,10.0,10.0,12.0,4.08248290463863,12,2025,1
SKU001,2026-01-05,11,41129.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,13.0,18.0,9.0,11.0,8.0,12.75,3.862210075418823,1,2026,2
SKU001,2026-01-12,14,52346.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,11.0,13.0,18.0,9.0,11.0,12.75,3.862210075418823,1,2026,3
SKU001,2026-01-19,11,39293.740000000005,3602.88,2,Bed & Bath,Duvets,1756.33,3739.0,0,1,14.0,11.0,13.0,18.0,7.0,14.0,2.9439202887759492,1,2026,4
SKU001,2026-01-26,11,36219.51,3454.284285714286,3,Bed & Bath,Duvets,1756.33,3739.0,1,1,11.0,14.0,11.0,13.0,8.0,12.25,1.5000000000000004,1,2026,5
SKU001,2026-02-02,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,11.0,11.0,14.0,11.0,11.0,11.75,1.5000000000000004,2,2026,6
SKU001,2026-02-09,13,48607.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,11.0,11.0,14.0,8.0,11.25,2.0615528128088303,2,2026,7
SKU001,2026-02-16,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,13.0,9.0,11.0,11.0,8.0,11.0,1.6329931618554525,2,2026,8
SKU001,2026-02-23,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,13.0,9.0,11.0,8.0,10.5,1.9148542155126764,2,2026,9
SKU001,2026-03-02,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,9.0,13.0,9.0,9.0,10.25,1.8929694486000916,3,2026,10
SKU001,2026-03-09,10,37390.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,10.0,9.0,13.0,6.0,10.5,1.7320508075688779,3,2026,11
SKU001,2026-03-16,9,33651.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,10.0,10.0,10.0,9.0,12.0,9.75,0.5000000000000016,3,2026,12
SKU001,2026-03-23,7,26173.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,9.0,10.0,10.0,10.0,10.0,9.75,0.5,3,2026,13
SKU001,2026-03-30,4,14956.0,3739.0,0,Bed & Bath,Duvets,1756.33,3739.0,0,0,7.0,9.0,10.0,10.0,9.0,9.0,1.414213562373095,3,2026,14
